bookID,title,authors,average_rating,isbn,isbn13,language_code,# num_pages,ratings_count,text_reviews_count
7036,The Kalahari Typing School for Men,Alexander McCall Smith,4,349117047,9.78035E+12,eng,210,29045,1080
7039,Tears of the Giraffe,Alexander McCall Smith,3.96,349116652,9.78035E+12,eng,217,39652,1965
7042,The Tale of Genji,Murasaki Shikibu-Royall Tyler,3.71,014243714X,9.78014E+12,eng,1182,6917,479
7053,In the Company of Cheerful Ladies,Alexander McCall Smith,4.07,375422714,9.78038E+12,eng,233,21433,870
7058,The Good Husband of Zebra Drive,Alexander McCall Smith,4.07,375422730,9.78038E+12,eng,213,19765,943
7059,Morality for Beautiful Girls (No. 1 Ladies' Detective Agency  #3),Alexander McCall Smith,3.98,349117004,9.78035E+12,eng,225,1337,108
7061,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,3.77,1400034779,9.7814E+12,eng,235,200338,9159
7062,Paris to the Moon,Adam Gopnik,3.76,375758232,9.78038E+12,eng,368,12094,924
7069,The World According to Garp,John Irving,4.08,345915593,9.78035E+12,eng,610,178515,3833
7081,The Android's Dream,John Scalzi,3.97,765309416,9.78077E+12,en-US,396,13551,1224
7082,Do Androids Dream of Electric Sheep?,Philip K. Dick-Roger Zelazny,4.08,345404475,9.78035E+12,eng,244,243785,7566
7083,Do Androids Dream of Electric Sheep?,Philip K. Dick,4.08,1857988132,9.78186E+12,eng,210,1823,138
7089,The Android (Animorphs  #10),K.A. Applegate-Katherine Applegate,3.76,590997300,9.78059E+12,eng,170,3701,105
7090,The Soul of a New Machine,Tracy Kidder,4.11,316491977,9.78032E+12,eng,293,5038,408
7101,The 42nd Parallel (U.S.A.  #1),John Dos Passos,3.82,618056815,9.78062E+12,eng,326,5052,299
7103,The Big Money (U.S.A.  #3),John Dos Passos-E.L. Doctorow,4.04,618056831,9.78062E+12,en-US,464,2003,119
7104,1919 (U.S.A.  #2),John Dos Passos-E.L. Doctorow,4,618056823,9.78062E+12,en-US,400,2063,125
7113,The King in the Window,Adam Gopnik-Omar Rayyan,3.62,786838949,9.78079E+12,en-US,410,782,104
7126,The Count of Monte Cristo,Alexandre Dumas-Robin Buss,4.24,140449264,9.78014E+12,eng,1276,619412,13536
7131,The Count of Monte Cristo,Alexandre Dumas-Lorenzo Carcaterra,4.24,037576030X,9.78038E+12,eng,1462,9842,573
7135,The Brothers Karamazov,Fyodor Dostoyevsky-Andrew R. MacAndrew-Konstantin Mochulsky,4.32,553212168,9.78055E+12,eng,1072,972,147
7138,Crime and Punishment,Fyodor Dostoyevsky-Leonard Stanton-James D. Hardy Jr.-Sidney Monas-Robin Feuer Miller,4.2,451530063,9.78045E+12,en-US,560,1968,177
7144,Crime and Punishment,Fyodor Dostoyevsky-David McDuff,4.2,143058142,9.78014E+12,eng,671,450705,9501
7178,The Catcher in the Rye,J.D. Salinger,3.8,316769487,9.78032E+12,eng,234,18849,2017
7182,The Black Tulip,Alexandre Dumas-Robin Buss,3.8,140448926,9.78014E+12,eng,246,9710,554
7186,La Dame aux Camélias,Alexandre Dumas fils-David Coward,3.99,192836382,9.78019E+12,eng,256,14702,383
7199,The Way the Crow Flies,Ann-Marie MacDonald,4.09,60586370,9.78006E+12,en-US,848,11012,989
7201,As the Crow Flies,Jeffrey Archer,4.08,312997116,9.78031E+12,eng,800,15772,589
7208,Under The Tuscan Sun - At Home In Italy,Frances Mayes,3.75,767902807,9.78077E+12,en-US,291,1010,166
7214,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,3.91,785263705,9.78079E+12,eng,243,92413,3671
7220,The Secret Life of Bees,Sue Monk Kidd,4.04,143036408,9.78014E+12,eng,302,1273,171
7230,The Wounded Healer: Ministry in Contemporary Society,Henri J.M. Nouwen,4.27,232521026,9.78023E+12,eng,100,7358,283
7244,The Poisonwood Bible,Barbara Kingsolver,4.05,60786507,9.78006E+12,eng,546,591393,19312
7246,The Poisonwood Bible,Barbara Kingsolver,4.05,057120175X,9.78057E+12,eng,616,1325,184
7252,How to Make Love Like a Porn Star: A Cautionary Tale,Jenna Jameson-Neil Strauss,3.75,60539097,9.78006E+12,eng,592,10211,802
7260,Dominion: The Power of Man  the Suffering of Animals  and the Call to Mercy,Matthew Scully,4.16,312319738,9.78031E+12,eng,448,1131,131
7263,No Dominion (Joe Pitt  #2),Charlie Huston,3.99,345478258,9.78035E+12,eng,251,4599,201
7331,Letters from Father Christmas,J.R.R. Tolkien-Baillie Tolkien,4.23,618512659,9.78062E+12,eng,111,6208,633
7332,The Silmarillion (Middle-Earth Universe),J.R.R. Tolkien-Christopher Tolkien-Ted Nasmith,3.91,618391118,9.78062E+12,eng,386,155132,4482
7336,J.R.R. Tolkien: A Biography,Humphrey Carpenter,4.06,618057021,9.78062E+12,eng,304,8606,281
7337,The Tolkien Reader,J.R.R. Tolkien-Peter S. Beagle,3.99,345345061,9.78035E+12,eng,272,4092,141
7347,The Book of Lost Tales  Part One (The History of Middle-Earth  #1),J.R.R. Tolkien-Christopher Tolkien,3.83,345375211,9.78035E+12,eng,367,10413,191
7354,The Shipping News,Annie Proulx,3.85,743225422,9.78074E+12,eng,337,114923,3787
7366,Animals in Translation: Using the Mysteries of Autism to Decode Animal Behavior,Temple Grandin-Catherine  Johnson,4.13,156031442,9.78016E+12,eng,358,7398,963
7389,Runaways  Vol. 1: Pride and Joy (Runaways  #1),Brian K. Vaughan-Adrian Alphona,3.97,785113797,9.78079E+12,eng,144,23932,825
7432,Pardonable Lies (Maisie Dobbs  #3),Jacqueline Winspear,4.09,312426216,9.78031E+12,eng,359,21529,1559
7433,Messenger of Truth (Maisie Dobbs  #4),Jacqueline Winspear,3.99,805078983,9.78081E+12,eng,322,15111,1169
7437,Naked Lunch,William S. Burroughs-James Grauerholz-Barry Miles,3.44,802140181,9.7808E+12,eng,289,60951,2395
7442,The Electric Kool-Aid Acid Test,Tom Wolfe,3.92,553380648,9.78055E+12,eng,416,59245,1480
7445,The Glass Castle,Jeannette Walls,4.26,074324754X,9.78074E+12,eng,288,752358,44620
7482,Human Traces,Sebastian Faulks,3.63,99458268,9.7801E+12,eng,793,3388,268
7493,Founding Brothers: The Revolutionary Generation,Joseph J. Ellis,3.92,375705244,9.78038E+12,eng,290,36449,1575
7494,Suzanne's Diary for Nicholas,James Patterson,4.16,446611085,9.78045E+12,eng,289,128191,4174
7505,Beach Girls,Luanne Rice,4.06,553587242,9.78055E+12,en-US,448,8026,229
7510,The Beach House,James Patterson-Peter de Jonge,3.84,446612545,9.78045E+12,eng,356,72818,1629
7512,The Beach House (Beach House #1),Mary Alice Monroe,4.2,778322947,9.78078E+12,eng,496,9733,943
7520,Path of the Assassin (Scot Harvath  #2),Brad Thor,4.17,141651631X,9.78142E+12,eng,367,14494,465
7526,The Blind Side: Evolution of a Game,Michael   Lewis,4.18,039306123X,9.78039E+12,en-US,304,24698,1943
7529,I Love Everybody (and Other Atrocious Lies),Laurie Notaro,3.97,812969006,9.78081E+12,en-US,228,9555,591
7530,Autobiography of a Fat Bride: True Tales of a Pretend Adulthood,Laurie Notaro,3.98,037576092X,9.78038E+12,en-US,257,7872,451
7531,The Idiot Girls' Action-Adventure Club: True Tales from a Magnificent and Clumsy Life,Laurie Notaro,3.88,375760911,9.78038E+12,en-GB,225,16146,1118
7532,An Idiot Girl's Christmas: True Tales from the Top of the Naughty List,Laurie Notaro,3.85,1400064368,9.7814E+12,en-US,142,4087,269
7533,We Thought You Would Be Prettier: True Tales of the Dorkiest Girl Alive,Laurie Notaro,3.92,812969014,9.78081E+12,eng,223,9920,439
7546,Cesar's Way: The Natural  Everyday Guide to Understanding and Correcting Common Dog Problems,Cesar Millan-Melissa Jo Peltier,3.74,307337332,9.78031E+12,eng,270,6878,943
7559,Candide: or  Optimism,Voltaire-Chris Ware-Theo Cuffe-Michael  Wood,3.76,143039423,9.78014E+12,eng,155,1871,188
7572,Even Cowgirls Get the Blues,Tom Robbins,3.75,1842430246,9.78184E+12,eng,366,43536,1464
7579,Awakening the Buddha Within: Eight Steps to Enlightenment,Lama Surya Das,4.2,767901576,9.78077E+12,en-US,432,11465,282
7580,Iran Awakening: A Memoir of Revolution and Hope,Shirin Ebadi,4.13,1400064708,9.7814E+12,eng,232,3004,253
7581,The Book of Awakening: Having the Life You Want by Being Present to the Life You Have,Mark Nepo,4.32,1573241172,6.45241E+11,eng,438,4799,272
7585,Spring's Awakening,Frank Wedekind-Eric Bentley,3.81,1557832455,9.78156E+12,eng,126,3235,134
7588,A Portrait of the Artist as a Young Man,James Joyce-Seamus Deane,3.61,142437344,9.78014E+12,eng,329,102308,3352
7599,One Hundred Years of Solitude,Gabriel García Márquez-Gregory Rabassa,4.06,006112009X,9.78006E+12,eng,448,1510,201
7602,One Hundred Years of Solitude,Gabriel García Márquez-Gregory Rabassa,4.06,140278761,9.78014E+12,eng,422,954,112
7603,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,3.6,081297106X,9.78081E+12,eng,356,102707,6444
7606,The Annotated Lolita,Vladimir Nabokov-Alfred Appel,3.89,679727299,9.78068E+12,eng,457,2919,363
7607,Lolita,Vladimir Nabokov,3.89,140264078,9.78014E+12,eng,307,1884,171
7608,Lolita,Vladimir Nabokov-Jeremy Irons,3.89,739322060,9.78074E+12,eng,12,771,232
7612,Of Mice and Men,John Steinbeck,3.86,553131001,9.78055E+12,eng,118,4246,309
7613,Animal Farm,George Orwell,3.91,452284244,9.78045E+12,eng,122,2102616,29469
7619,The Time Quartet Box Set (Time Quartet  #1-4),Madeleine L'Engle-Peter Sís,4.35,440360374,9.78044E+12,eng,750,10728,168
7624,Lord of the Flies,William Golding,3.67,140283331,9.78014E+12,eng,182,1861140,24622
7627,Lord of the Flies,William Golding-Mark Kinkead-Weekes-Ian Gregor,3.67,571056865,9.78057E+12,eng,288,1491,132
7656,Fahrenheit 451,Ray Bradbury,3.98,8445074873,9.78845E+12,eng,186,5733,613
7661,Next,Michael Crichton,3.49,60872985,9.78006E+12,eng,431,57257,2454
7663,A Case of Need,Jeffery Hudson-Michael Crichton,3.7,451210638,9.78045E+12,eng,416,15655,606
7665,Travels,Michael Crichton,3.95,60509058,9.78006E+12,eng,400,6812,493
7667,Airframe,Michael Crichton,3.7,99556316,9.7801E+12,eng,431,65778,1348
7668,Rising Sun,Michael Crichton,3.63,606298231,9.78061E+12,eng,399,40901,690
7669,Timeline,Michael Crichton,3.84,99244721,9.7801E+12,eng,489,161774,3258
7670,The Andromeda Strain (Andromeda #1),Michael Crichton,3.89,60541814,9.78006E+12,eng,327,192637,2571
7672,Congo,Michael Crichton,3.58,60541830,9.78006E+12,eng,442,140223,1468
7673,Eaters of the Dead,Michael Crichton,3.66,60891564,9.78006E+12,eng,304,27412,1054
7677,Jurassic Park (Jurassic Park  #1),Michael Crichton,4.01,030734813X,9.78031E+12,spa,480,452245,3617
7679,The Terminal Man,Michael Crichton,3.36,60092572,9.78006E+12,eng,266,20825,549
7682,The Great Train Robbery,Michael Crichton,3.85,553129198,9.78055E+12,eng,300,20008,865
7695,Holy the Firm,Annie Dillard,4.22,60915439,9.78006E+12,eng,76,3562,317
7714,Pygmalion,George Bernard Shaw,3.9,486282228,9.78049E+12,eng,82,74859,1523
7718,The Metamorphosis,Franz Kafka-Peter Kuper-Kerstin Hasenpusch,3.77,1400052998,9.7814E+12,eng,80,3015,288
7723,The Metamorphosis and Other Stories,Franz Kafka-Jason Baker-Donna Freed,4.03,1593080298,9.78159E+12,eng,224,36697,745
7724,The Metamorphosis and Other Stories,Franz Kafka-Stanley Appelbaum,4.03,486290301,9.78049E+12,eng,88,2404,122
7728,Antigone (The Theban Plays  #3),Sophocles-J.E. Thomas,3.63,1580493882,9.78158E+12,eng,80,78422,1705
7733,Gulliver's Travels,Jonathan Swift-Robert DeMaria Jr.,3.56,141439491,9.78014E+12,eng,306,185945,3273
7742,Ahab's Wife  or The Star-Gazer,Sena Jeter Naslund,4.03,60838744,9.78006E+12,eng,704,39429,2333
7745,Fear and Loathing in Las Vegas,Hunter S. Thompson-Ralph Steadman,4.08,679785892,9.78068E+12,eng,204,259867,4897
7747,Fear and Loathing in Las Vegas,Hunter S. Thompson-Ralph Steadman,4.08,7204493,9.78001E+12,eng,230,3204,235
7748,Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson,4.11,446698229,9.78045E+12,eng,481,16591,638
7763,The Joy Luck Club,Amy Tan,3.91,143038095,9.78014E+12,eng,288,550264,6807
7769,Dr. Seuss's ABC,Dr. Seuss,4.08,679882812,9.78068E+12,eng,21,27135,736
7772,Dr. Seuss's Sleep Book,Dr. Seuss,4.17,394800915,9.78039E+12,eng,58,8683,337
7775,Happy Birthday to You!,Dr. Seuss,4.12,394800761,9.78039E+12,eng,64,4130,250
7777,McElligot's Pool,Dr. Seuss,4.07,394800834,9.78039E+12,eng,64,4403,242
7779,Horton Hears a Who!,Dr. Seuss,4.17,679800034,9.78068E+12,eng,64,86300,1145
7781,The 500 Hats of Bartholomew Cubbins,Dr. Seuss,4.04,039484484X,9.78039E+12,eng,56,12794,306
7783,Oh Say Can You Say?,Dr. Seuss,4.01,7175221,9.78001E+12,eng,36,5726,157
7784,The Lorax,Dr. Seuss,4.35,679889108,9.78068E+12,eng,72,245819,3368
7785,I Can Read With My Eyes Shut!,Dr. Seuss,4.2,7158513,9.78001E+12,eng,48,16561,423
7788,The Cat in the Hat and Other Dr. Seuss Favorites,Dr. Seuss-Various,4.41,807218731,9.78081E+12,eng,61,48322,151
7789,Daisy-Head Mayzie,Dr. Seuss,3.86,679867120,9.78068E+12,eng,56,3128,130
7797,Ten Apples Up On Top!,Theo LeSieg-Dr. Seuss-Roy McKie,4.12,7169973,9.78001E+12,eng,62,30632,455
7803,The Legacy of Luna: The Story of a Tree  a Woman  and the Struggle to Save the Redwoods,Julia Butterfly Hill,3.94,62516590,9.78006E+12,eng,262,1774,219
7805,Pale Fire,Vladimir Nabokov,4.17,141185260,9.78014E+12,eng,246,30216,1483
7815,The Year of Magical Thinking,Joan Didion,3.88,1400078431,9.7814E+12,eng,227,112599,8270
7847,Moby-Dick,Herman Melville-Nathaniel Philbrick,3.49,142000086,9.78014E+12,en-US,625,999,167
7850,The Girl in the Flammable Skirt,Aimee Bender,3.88,385492162,9.78039E+12,eng,192,6441,660
7855,Planet of Slums,Mike  Davis,3.91,1844670228,9.78184E+12,eng,228,1652,171
7869,The Bourne Identity (Jason Bourne  #1),Robert Ludlum,4,752864327,9.78075E+12,eng,566,354289,3437
7890,Betsy's Wedding (Betsy-Tacy  #10),Maud Hart Lovelace-Vera Neville,4.31,64405443,9.78006E+12,en-US,260,4054,146
7891,Betsy and the Great World (Betsy-Tacy  #9),Maud Hart Lovelace-Vera Neville,4.13,64405451,9.78006E+12,eng,321,4689,143
7894,Betsy and Tacy Go Over the Big Hill (Betsy-Tacy  #3),Maud Hart Lovelace-Lois Lenski,4.17,64400999,9.78006E+12,en-US,192,7661,179
7898,Betsy and Joe (Betsy-Tacy  #8),Maud Hart Lovelace-Vera Neville,4.31,006440546X,9.78006E+12,eng,336,4411,111
7901,Betsy Was a Junior (Betsy-Tacy  #7),Maud Hart Lovelace-Vera Neville,4.17,64405478,9.78006E+12,en-US,320,4744,118
7906,Emily of Deep Valley (Deep Valley  #2),Maud Hart Lovelace-Vera Neville,4.23,64408582,9.78006E+12,eng,304,2637,138
7907,Heaven to Betsy (Betsy-Tacy  #5),Maud Hart Lovelace-Vera Neville,4.29,64401103,9.78006E+12,eng,368,5224,194
7909,Betsy-Tacy (Betsy-Tacy  #1),Maud Hart Lovelace-Lois Lenski,4.07,64400964,9.78006E+12,en-US,144,20496,892
7911,Five Little Peppers and How They Grew,Margaret Sidney,4.03,1416916172,9.78142E+12,eng,352,21713,385
7926,All-of-a-Kind Family,Sydney Taylor,4.22,385732953,9.78039E+12,eng,188,21031,789
7955,Empire (Empire  #1),Orson Scott Card,3.43,765316110,9.78077E+12,en-US,352,8417,746
7956,Treason,Orson Scott Card,3.9,765309041,9.78077E+12,eng,288,6095,333
7957,First Meetings in Ender's Universe (Ender's Saga  #0.5),Orson Scott Card,3.83,765347989,9.78077E+12,eng,212,10140,485
7958,Sarah (Women of Genesis  #1),Orson Scott Card,3.88,765341174,9.78077E+12,eng,341,9669,989
7959,Rachel & Leah (Women of Genesis  #3),Orson Scott Card,3.85,765341298,9.78077E+12,en-GB,368,5545,506
7961,Saints,Orson Scott Card,3.53,312876068,9.78031E+12,eng,608,2391,263
7962,Heartfire (Tales of Alvin Maker  #5),Orson Scott Card,3.7,1841490326,9.78184E+12,en-US,336,10862,164
7965,Homebody,Orson Scott Card,3.39,61093998,9.78006E+12,eng,430,2660,165
7966,Rebekah (Women of Genesis  #2),Orson Scott Card,3.84,076534128X,9.78077E+12,eng,416,7394,615
7967,Speaker for the Dead (Ender's Saga  #2),Orson Scott Card,4.06,812550757,9.78081E+12,eng,382,182235,6426
7968,Red Prophet (Tales of Alvin Maker  #2),Orson Scott Card,3.79,812524268,9.78081E+12,en-US,311,17817,415
7971,The Call of Earth (Homecoming  #2),Orson Scott Card,3.58,812532619,9.78081E+12,eng,352,10051,164
7973,Enchantment,Orson Scott Card,3.9,345482409,9.78035E+12,eng,422,23134,2164
7983,Salamandastron (Redwall  #5),Brian Jacques-Gary Chalk,4.06,142501522,9.78014E+12,en-US,400,25484,238
7987,The Legend of Luke (Redwall  #12),Brian Jacques,4,142501093,9.78014E+12,eng,374,13846,145
7996,Redwall (Redwall  #1),Brian Jacques,4.13,1862301387,9.78186E+12,eng,352,84503,2487
7997,Castaways of the Flying Dutchman (Flying Dutchman  #1),Brian Jacques-Ian Schoenherr,3.99,142501182,9.78014E+12,eng,356,7648,249
7998,Outcast of Redwall (Redwall  #8),Brian Jacques,3.92,142401420,9.78014E+12,en-US,368,17179,187
8001,Triss (Redwall  #15),Brian Jacques-Allan Curless,3.98,142402486,9.78014E+12,eng,389,10527,115
8073,Cloudy With a Chance of Meatballs,Judi Barrett-Ron Barrett,4.16,689707495,9.78069E+12,eng,32,114747,1948
8084,Beauty,Robin McKinley,4.05,60753102,9.78006E+12,eng,325,3203,481
8087,Deerskin,Robin McKinley,3.89,441012396,9.78044E+12,en-US,384,17073,965
8088,Sunshine,Robin McKinley,3.85,515138819,9.78052E+12,en-US,405,30168,3414
8089,Rose Daughter,Robin McKinley,3.77,441005837,9.78044E+12,eng,304,16756,959
8091,The Door in the Hedge,Robin McKinley,3.68,698119606,9.7807E+12,eng,224,7805,409
8127,Anne of Green Gables (Anne of Green Gables  #1),L.M. Montgomery,4.24,451528824,9.78045E+12,eng,320,583568,12837
8137,The Road to Yesterday (Anne of Green Gables  #9),L.M. Montgomery,3.81,553560689,9.78055E+12,eng,403,2958,107
8146,The Stories of Vladimir Nabokov,Vladimir Nabokov,4.3,679729976,9.78068E+12,eng,685,5766,177
8147,The Gift,Vladimir Nabokov-Michael Scammell-Dmitri Nabokov,4,141185872,9.78014E+12,eng,406,2234,104
8151,Laughter in the Dark,Vladimir Nabokov,3.96,811216748,9.78081E+12,eng,292,8233,442
8153,The Luzhin Defense,Vladimir Nabokov-Michael Scammell,3.95,679727221,9.78068E+12,eng,256,6967,259
8154,King  Queen  Knave,Vladimir Nabokov-Dmitri Nabokov,3.81,141185775,9.78014E+12,eng,275,2801,136
8155,A Woman of Substance (Emma Harte Saga #1),Barbara Taylor Bradford,4.17,031235326X,9.78031E+12,eng,928,33783,552
8162,The Ravenscar Dynasty (Ravenscar  #1),Barbara Taylor Bradford,3.61,312354606,9.78031E+12,en-US,484,1241,100
8172,Superman: Birthright,Mark Waid-Alfred Gough-Miles Millar-Dave McCaig-Gerry Alanguilan-Leinil Francis Yu,4.13,1401202527,9.7814E+12,eng,287,9912,388
8203,West from Home: Letters of Laura Ingalls Wilder  San Francisco  1915  (Little House #11),Laura Ingalls Wilder-Roger Lea MacBride-Margot Patterson Doss,3.84,64400816,9.78006E+12,eng,124,3837,115
8221,Laura: The Life of Laura Ingalls Wilder,Donald Zochert,4.11,380016362,9.78038E+12,en-GB,241,5514,121
8252,Farmer Boy (Little House  #3),Laura Ingalls Wilder-Garth Williams,4.06,60885386,9.78006E+12,eng,357,44132,1192
8253,Little Town on the Prairie  (Little House  #7),Laura Ingalls Wilder-Garth Williams,4.18,60885432,9.78006E+12,eng,374,70683,612
8282,The Long Winter (Little House  #6),Laura Ingalls Wilder-Garth Williams,4.14,60885424,9.78006E+12,eng,422,66192,982
8296,The First Four Years  (Little House  #9),Laura Ingalls Wilder-Garth Williams,3.88,60885459,9.78006E+12,eng,126,27390,504
8337,Little House in the Big Woods (Little House  #1),Laura Ingalls Wilder-Garth Williams,4.18,60885378,9.78006E+12,eng,198,193862,3264
8489,Muhammad: A Prophet for Our Time,Karen Armstrong,4.04,60598972,9.78006E+12,eng,256,1662,180
8492,Prophet,Frank E. Peretti,3.94,1581345267,9.78158E+12,en-US,416,12479,210
8506,Thomas Jefferson (Oxford Portraits),R.B. Bernstein,3.99,195181301,9.7802E+12,eng,253,3843,133
8515,The Man Who Listens to Horses,Monty Roberts-Lucy Grealy-Lawrence Scanlan,4.11,034542705X,9.78035E+12,en-US,352,9660,203
8520,Under Orders (Sid Halley  #4),Dick Francis,3.86,399154000,9.7804E+12,eng,308,3985,243
8525,Dead Cert,Dick Francis,3.96,425194973,9.78043E+12,eng,277,4817,121
8529,Reflex,Dick Francis,4.06,425206955,9.78043E+12,eng,304,4532,119
8532,Decider,Dick Francis,3.99,042519938X,9.78043E+12,eng,341,3332,126
8537,Nerve,Dick Francis,4.02,515123463,9.78052E+12,eng,320,3471,106
8538,Break In (Kit Fielding  #1),Dick Francis,4.03,425199932,9.78043E+12,eng,320,3608,123
8540,Blood Sport,Dick Francis,3.87,425199169,9.78043E+12,eng,288,4475,109
8541,Straight,Dick Francis,4.04,042520846X,9.78043E+12,eng,320,3380,132
8542,10 lb Penalty,Dick Francis,3.89,042519745X,9.78043E+12,eng,320,3363,171
8545,Wild Horses,Dick Francis,3.91,425196747,9.78043E+12,eng,352,2808,148
8548,Driving Force,Dick Francis,3.96,449221393,9.78045E+12,eng,384,2548,102
8552,Bolt (Kit Fielding  #2),Dick Francis,4.03,425202887,9.78043E+12,eng,288,4780,117
8557,Come to Grief (Sid Halley  #3),Dick Francis,4,425207188,9.78043E+12,eng,384,3648,123
8568,Odds Against (Sid Halley  #1),Dick Francis,4.05,425198006,9.78043E+12,eng,288,3613,123
8572,Banker,Dick Francis,4.04,718132386,9.78072E+12,eng,288,2984,117
8574,Whip Hand (Sid Halley  #2),Dick Francis,4.08,425203549,9.78043E+12,eng,304,4960,132
8598,Eats  Shoots & Leaves: Why  Commas Really Do Make a Difference!,Lynne Truss-Bonnie Timmons,4.14,399244913,9.7804E+12,eng,32,1361,206
8600,Eats  Shoots & Leaves: The Zero Tolerance Approach to Punctuation,Lynne Truss,3.87,1592402038,9.78159E+12,eng,209,85603,4007
8646,Crow Lake,Mary Lawson,3.87,385337639,9.78039E+12,eng,324,13621,1534
8647,Shadow of the Giant (Ender's Shadow  #4),Orson Scott Card,3.99,1841492051,9.78184E+12,eng,388,40738,808
8648,Xenocide (Ender's Saga  #3),Orson Scott Card-Piotr W. Cholewa,3.79,312861877,9.78031E+12,eng,592,115661,3038
8650,The Lost World (Jurassic Park #2),Michael Crichton,3.76,752224417,9.78075E+12,eng,448,95109,2289
8675,Wild Ducks Flying Backward,Tom Robbins,3.54,553383531,9.78055E+12,eng,272,5649,262
8676,Unlimited Power: The New Science Of Personal Achievement,Anthony Robbins-Kenneth H. Blanchard-Jason Winters,4.22,684845776,9.78068E+12,eng,448,23058,382
8680,Fierce Invalids Home from Hot Climates,Tom Robbins,4.03,055337933X,9.78055E+12,en-US,445,24266,1122
8682,Jitterbug Perfume,Tom Robbins,4.24,1842430351,9.78184E+12,eng,342,52696,2662
8694,Life  the Universe and Everything (Hitchhiker's Guide to the Galaxy  #3),Douglas Adams,4.2,345418905,9.78035E+12,eng,224,158946,2036
8698,So Long  and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy  #4),Douglas Adams,4.09,330491237,9.78033E+12,eng,167,93987,1391
8704,Starship Titanic,Terry Jones-Marie-Catherine Caillava,3.6,2290053651,9.78229E+12,fre,189,8603,146
8706,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),Douglas Adams,4.22,330491199,9.78033E+12,eng,180,2918,295
8714,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,Al Gore,3.76,1594865671,9.78159E+12,eng,328,5615,432
8716,Lincoln,Gore Vidal,4.2,375708766,9.78038E+12,eng,672,7117,414
8719,Julian,Gore Vidal,4.19,037572706X,9.78038E+12,eng,528,5035,298
8722,Burr,Gore Vidal,4.07,375708731,9.78038E+12,eng,430,6921,480
8725,Comfort Me with Apples: More Adventures at the Table,Ruth Reichl,4.03,375758739,9.78038E+12,eng,302,17418,931
8737,The Last Temptation of Christ,Nikos Kazantzakis-Peter A. Bien,4.16,068485256X,9.78068E+12,eng,506,8672,434
8741,The Last Temptation (Tony Hill & Carol Jordan  #3),Val McDermid,4,312936915,9.78031E+12,eng,496,4762,260
8745,Desert Flower,Waris Dirie-Cathleen Miller,4.13,688172377,9.78069E+12,eng,240,11184,692
8765,I Feel Bad About My Neck: And Other Thoughts on Being a Woman,Nora Ephron,3.68,307264556,9.78031E+12,eng,137,34909,4423
8768,Today I Feel Silly  Other Moods That Make My Day,Jamie Lee Curtis-Laura Cornell,4.15,60245603,9.78006E+12,en-US,40,4030,498
8787,The White Masai,Corinne Hofmann-Peter Millar,3.43,61131520,9.78006E+12,eng,320,4314,480
8797,The Story of a Seagull and the Cat Who Taught Her to Fly,Luis Sepúlveda-Chris Sheban-Margaret Sayers Peden,4.13,439401879,9.78044E+12,eng,128,4791,205
8809,The Wanting Seed,Anthony Burgess,3.78,393315088,9.78039E+12,en-US,288,4701,280
8810,A Clockwork Orange,Anthony Burgess-Blake Morrison,3.99,141182601,9.78014E+12,eng,159,4911,497
8811,A Clockwork Orange,Anthony Burgess,3.99,014027409X,9.78014E+12,en-GB,160,1367,115
8822,Earthly Powers,Anthony Burgess,4.15,99468646,9.7801E+12,eng,649,2022,146
8826,Dead Famous,Ben Elton,3.64,552999458,9.78055E+12,eng,382,8415,352
8828,High Society,Ben Elton,3.77,552999954,9.78055E+12,eng,380,5981,196
8829,Past Mortem,Ben Elton,3.74,552771236,9.78055E+12,eng,464,4218,199
8830,Popcorn,Ben Elton,3.49,552771848,9.78055E+12,eng,320,5213,172
8852,Macbeth,William Shakespeare-Linda Alchin-Antoni Cimolino-Shelagh O'Brien,3.89,743477103,9.78074E+12,eng,246,560816,7311
8856,Death of a Scriptwriter (Hamish Macbeth  #14),M.C. Beaton,3.78,446606987,9.78045E+12,eng,198,3067,175
8857,Death of a Gossip (Hamish Macbeth  #1),M.C. Beaton,3.72,446607134,9.78045E+12,eng,179,9244,691
8858,Death of a Poison Pen (Hamish Macbeth  #19),M.C. Beaton,3.82,446614890,9.78045E+12,en-US,227,3119,190
8859,Death of an Outsider (Hamish Macbeth  #3),M.C. Beaton,3.83,446614726,9.78045E+12,eng,194,5385,286
8861,Death of an Addict (Hamish Macbeth  #15),M.C. Beaton,3.8,446608289,9.78045E+12,eng,214,2840,152
8862,A Year in the Life of William Shakespeare: 1599,James Shapiro,4.09,60088745,9.78006E+12,eng,333,2229,239
8907,The War of the World: Twentieth-Century Conflict and the Descent of the West,Niall Ferguson,4.04,1594201005,9.78159E+12,en-US,808,1968,148
8908,World War Z: An Oral History of the Zombie War,Max Brooks,4.01,307346609,9.78031E+12,eng,342,350060,20137
