bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,log_pages,log_ratings,log_reviews,z_score,z_cat,decile,revRate,sqrt_pages,sizerating^2,size0,sizeZ0^2,size5,size10,size^2,size^3,sizesqrtpages,sizeRevRate,z_color
2011,The Dosadi Experiment (ConSentiency Universe  #2),Frank Herbert,3.81,765342537,9.78E+12,eng,320,6022,139,5.768320996,8.703174709,4.934473933,-0.538618498,3,3,0.023082033,17.88854382,14.5161,7.476381502,55.89628036,-2.69309249,-5.38618498,0.290109886,-0.156258551,17.88854382,2.3082033,0.582644628
2049,The High Window (Philip Marlowe  #3),Raymond Chandler,4.08,394758269,9.78E+12,eng,265,12648,527,5.579729826,9.445254379,6.267200549,0.515847328,4,7,0.041666667,16.2788206,16.6464,8.530847328,72.77535613,2.57923664,5.15847328,0.266098466,0.137266183,16.2788206,4.1666667,0.694214876
2050,Farewell  My Lovely (Philip Marlowe  #2),Raymond Chandler,4.15,394758277,9.78E+12,eng,292,24015,1120,5.676753802,10.08643391,7.021083964,0.789227357,4,8,0.046637518,17.08800749,17.2225,8.804227357,77.51441935,3.946136785,7.89227357,0.622879821,0.491593795,17.08800749,4.6637518,0.723140496
2051,The Simple Art of Murder,Raymond Chandler,4.16,394757653,9.78E+12,eng,384,4794,152,5.950642553,8.475120415,5.023880521,0.828281647,4,8,0.0317063,19.59591794,17.3056,8.843281647,78.20363029,4.141408235,8.28281647,0.686050487,0.568243027,19.59591794,3.17063,0.727272727
2052,The Big Sleep (Philip Marlowe  #1),Raymond Chandler,4.01,394758285,9.78E+12,eng,231,97885,3818,5.442417711,11.4915486,8.247482004,0.242467299,4,6,0.039004955,15.19868415,16.0801,8.257467299,68.18576619,1.212336495,2.42467299,0.058790391,0.014254747,15.19868415,3.9004955,0.665289256
2054,The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,4.22,394757688,9.78E+12,eng,379,25244,1530,5.937536205,10.13634378,7.333023014,1.062607386,5,9,0.060608461,19.46792233,17.8084,9.077607386,82.40295585,5.31303693,10.62607386,1.129134457,1.199826614,19.46792233,6.0608461,0.752066116
2056,An Evening of Long Goodbyes,Paul Murray,3.6,812970403,9.78E+12,eng,448,947,127,6.104793232,6.853299093,4.844187086,-1.358758585,2,1,0.134107709,21.16601049,12.96,6.656241415,44.30554977,-6.793792925,-13.58758585,1.846224892,-2.508573922,21.16601049,13.4107709,0.495867769
2067,Breaking the Spell: Religion as a Natural Phenomenon,Daniel C. Dennett,3.89,067003472X,9.78E+12,eng,448,9703,319,6.104793232,9.180190395,5.765191103,-0.22618418,3,4,0.03287643,21.16601049,15.1321,7.78881582,60.66565188,-1.1309209,-2.2618418,0.051159283,-0.011571421,21.16601049,3.287643,0.615702479
2068,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett,4.04,068482471X,9.78E+12,eng,588,12663,227,6.376726948,9.446439634,5.424950017,0.359630168,4,7,0.017926242,24.24871131,16.3216,8.374630168,70.13443045,1.79815084,3.59630168,0.129333858,0.046512357,24.24871131,1.7926242,0.67768595
2069,Consciousness Explained,Daniel C. Dennett,3.88,316180661,9.78E+12,eng,511,6393,253,6.23636959,8.762958921,5.533389489,-0.265238469,3,4,0.039574535,22.60530911,15.0544,7.749761531,60.05880379,-1.326192345,-2.65238469,0.070351445,-0.01865991,22.60530911,3.9574535,0.611570248
2094,A Briefer History of Time,Stephen Hawking-Leonard Mlodinow-Gheorghe Stratan,4.21,553804367,9.78E+12,eng,176,22855,794,5.170483995,10.03692519,6.677083461,1.023553096,5,9,0.034740757,13.26649916,17.7241,9.038553096,81.69544207,5.11776548,10.23553096,1.04766094,1.072336599,13.26649916,3.4740757,0.747933884
2095,The Universe in a Nutshell,Stephen Hawking,4.15,055380202X,9.78E+12,eng,216,27792,615,5.375278408,10.23250349,6.421622268,0.789227357,4,8,0.02212867,14.69693846,17.2225,8.804227357,77.51441935,3.946136785,7.89227357,0.622879821,0.491593795,14.69693846,2.212867,0.723140496
2104,The Physics of Star Trek,Lawrence M. Krauss-Stephen Hawking,3.83,60977108,9.78E+12,eng,188,4641,172,5.236441963,8.442685139,5.147494477,-0.460509919,3,3,0.037060978,13.7113092,14.6689,7.554490081,57.07032038,-2.302549595,-4.60509919,0.212069385,-0.097660056,13.7113092,3.7060978,0.590909091
2122,The Fountainhead,Ayn Rand-Leonard Peikoff,3.86,451191153,9.78E+12,eng,704,264209,9828,6.556778356,12.48449574,9.192990734,-0.343347049,3,4,0.037197824,26.53299832,14.8996,7.671652951,58.854259,-1.716735245,-3.43347049,0.117887196,-0.040476221,26.53299832,3.7197824,0.603305785
2127,The Last Hours of Ancient Sunlight: The Fate of the World and What We Can Do Before It's Too Late,Thom Hartmann-Joseph Chilton Pearce-Neale Donald Walsch,4.22,1400051576,9.78E+12,en-US,400,1341,133,5.991464547,7.201170883,4.890349128,1.062607386,5,9,0.099179717,20,17.8084,9.077607386,82.40295585,5.31303693,10.62607386,1.129134457,1.199826614,20,9.9179717,0.752066116
2131,The Hours,Michael Cunningham,3.93,1841150355,9.78E+12,eng,230,1533,122,5.438079309,7.334981879,4.804021045,-0.06996702,3,5,0.079582518,15.16575089,15.4449,7.94503298,63.12354905,-0.3498351,-0.6996702,0.004895384,-0.000342515,15.16575089,7.9582518,0.632231405
2136,Specimen Days,Michael Cunningham,3.58,312425023,9.78E+12,eng,336,4380,441,5.81711116,8.384804003,6.089044875,-1.436867165,2,1,0.100684932,18.33030278,12.8164,6.578132835,43.27183159,-7.184335825,-14.36867165,2.06458725,-2.966537629,18.33030278,10.0684932,0.487603306
2137,A Home at the End of the World,Michael Cunningham,3.9,312424086,9.78E+12,eng,342,14277,644,5.834810737,9.56640513,6.467698726,-0.18712989,3,4,0.045107516,18.49324201,15.21,7.82787011,61.27555046,-0.93564945,-1.8712989,0.035017596,-0.006552839,18.49324201,4.5107516,0.619834711
2140,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.92,316172324,9.78E+12,en-US,277,4089,345,5.624017506,8.31605572,5.843544417,-0.10902131,3,5,0.084372707,16.64331698,15.3664,7.90597869,62.50449905,-0.54510655,-1.0902131,0.011885646,-0.001295789,16.64331698,8.4372707,0.628099174
2142,Blink,Ted Dekker,4.17,849945119,9.78E+12,eng,400,12968,489,5.991464547,9.470240063,6.192362489,0.867335937,4,9,0.037708205,20,17.3889,8.882335937,78.8958917,4.336679685,8.67335937,0.752271628,0.652472217,20,3.7708205,0.731404959
2152,The Jane Austen Book Club,Karen Joy Fowler,3.08,452286530,9.78E+12,eng,288,56434,3445,5.66296048,10.94082709,8.144679183,-3.389581658,1,1,0.06104476,16.97056275,9.4864,4.625418342,21.39449484,-16.94790829,-33.89581658,11.48926382,-38.9437979,16.97056275,6.104476,0.280991736
2156,Persuasion,Jane Austen-James Kinsley-Maurgaux Motin-Deidre Shauna Lynch,4.13,192802631,9.78E+12,eng,249,421344,10674,5.517452896,12.95120488,9.275566157,0.711118777,4,8,0.025333219,15.77973384,17.0569,8.726118777,76.14514891,3.555593885,7.11118777,0.505689915,0.359605594,15.77973384,2.5333219,0.714876033
2157,Tea with Jane Austen,Kim Wilson-Tom Carpenter,3.78,097212179X,9.78E+12,eng,128,1415,104,4.852030264,7.25488481,4.644390899,-0.655781368,3,3,0.073498233,11.3137085,14.2884,7.359218632,54.15809887,-3.27890684,-6.55781368,0.430049203,-0.282018254,11.3137085,7.3498233,0.570247934
2165,The Old Man and the Sea,Ernest Hemingway,3.76,684830493,9.78E+12,eng,132,628067,14689,4.882801923,13.35040213,9.594854193,-0.733889948,3,3,0.023387632,11.48912529,14.1376,7.281110052,53.01456359,-3.66944974,-7.33889948,0.538594456,-0.395269057,11.48912529,2.3387632,0.561983471
2168,The Old Man and the Sea,Ernest Hemingway,3.76,684718057,9.78E+12,en-US,127,1160,116,4.844187086,7.056175284,4.753590191,-0.733889948,3,3,0.1,11.26942767,14.1376,7.281110052,53.01456359,-3.66944974,-7.33889948,0.538594456,-0.395269057,11.26942767,10,0.561983471
2175,Madame Bovary,Gustave Flaubert-Malcolm Bowie-Margaret Mauldon-Tomás de C.  Duran-Mark Overstall-Victor Villarraza,3.66,192840398,9.78E+12,eng,329,183254,5640,5.796057751,12.11862845,8.637639344,-1.124432846,2,2,0.030776954,18.13835715,13.3956,6.890567154,47.4799157,-5.62216423,-11.24432846,1.264349225,-1.421675798,18.13835715,3.0776954,0.520661157
2176,Flaubert's Parrot,Julian Barnes,3.66,679731369,9.78E+12,eng,190,8925,567,5.247024072,9.096611607,6.340359304,-1.124432846,2,2,0.063529412,13.78404875,13.3956,6.890567154,47.4799157,-5.62216423,-11.24432846,1.264349225,-1.421675798,13.78404875,6.3529412,0.520661157
2182,Three Tales,Gustave Flaubert-Roger Whitehouse-Geoffrey Wall,3.71,140448004,9.78E+12,eng,110,3050,139,4.700480366,8.02289687,4.934473933,-0.929161397,3,2,0.04557377,10.48808848,13.7641,7.085838603,50.20910871,-4.645806985,-9.29161397,0.863340902,-0.802183038,10.48808848,4.557377,0.541322314
2183,Sentimental Education,Gustave Flaubert-Robert Baldick-Geoffrey Wall,3.83,140447970,9.78E+12,eng,460,13081,362,6.131226489,9.478916075,5.891644212,-0.460509919,3,3,0.027673725,21.44761059,14.6689,7.554490081,57.07032038,-2.302549595,-4.60509919,0.212069385,-0.097660056,21.44761059,2.7673725,0.590909091
2187,Middlesex,Jeffrey Eugenides,3.99,312422156,9.78E+12,eng,529,526111,19312,6.270988432,13.1732675,9.868481943,0.164358719,4,6,0.036707083,23,15.9201,8.179358719,66.90190905,0.821793595,1.64358719,0.027013789,0.004439952,23,3.6707083,0.657024793
2199,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,4.28,743270754,9.78E+12,eng,916,125020,5912,6.820016365,11.736229,8.684739463,1.296933125,5,10,0.047288434,30.2654919,18.3184,9.311933125,86.71209852,6.484665625,12.96933125,1.682035531,2.181487597,30.2654919,4.7288434,0.776859504
2203,John Adams,David McCullough,4.06,743223136,9.78E+12,eng,751,264047,5172,6.621405652,12.4838824,8.55101474,0.437738748,4,7,0.019587422,27.40437921,16.4836,8.452738748,71.44879234,2.18869374,4.37738748,0.191615212,0.083877403,27.40437921,1.9587422,0.685950413
2222,The Feeling Good Handbook,David D. Burns,4,452281326,9.78E+12,eng,729,4666,119,6.591673732,8.448057453,4.779123493,0.203413009,4,6,0.025503643,27,16,8.218413009,67.54231239,1.017065045,2.03413009,0.041376852,0.00841659,27,2.5503643,0.661157025
2249,The Seven Habits of Highly Effective People,Stephen R. Covey,4.09,671708635,9.78E+12,eng,368,2419,225,5.908082938,7.791109511,5.416100402,0.554901618,4,8,0.093013642,19.18332609,16.7281,8.569901618,73.44321374,2.77450809,5.54901618,0.307915806,0.170862979,19.18332609,9.3013642,0.698347108
2250,The 7 Habits of Highly Effective People Personal Workbook,Stephen R. Covey,4.22,743250974,9.78E+12,eng,192,1685,102,5.257495372,7.429520843,4.624972813,1.062607386,5,9,0.060534125,13.85640646,17.8084,9.077607386,82.40295585,5.31303693,10.62607386,1.129134457,1.199826614,13.85640646,6.0534125,0.752066116
2255,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,4.14,1932073205,9.78E+12,en-US,240,38159,1561,5.480638923,10.54951692,7.353081921,0.750173067,4,8,0.040907781,15.49193338,17.1396,8.765173067,76.82825889,3.750865335,7.50173067,0.56275963,0.422167118,15.49193338,4.0907781,0.719008265
2265,It's Not about the Bike: My Journey Back to Life,Lance Armstrong-Sally Jenkins,3.72,425179613,9.78E+12,eng,294,34588,1828,5.683579767,10.45126208,7.510977752,-0.890107107,3,2,0.0528507,17.1464282,13.8384,7.124892893,50.76409874,-4.450535535,-8.90107107,0.792290662,-0.705223549,17.1464282,5.28507,0.545454546
2279,Truman,David McCullough,4.11,671869205,9.78E+12,eng,1120,69904,1854,7.021083964,11.15487815,7.525100746,0.633010197,4,8,0.026522087,33.46640106,16.8921,8.648010197,74.78808037,3.165050985,6.33010197,0.40070191,0.253648395,33.46640106,2.6522087,0.70661157
2281,The Complete Stories of Truman Capote,Truman Capote-Reynolds Price,4.2,140009691X,9.78E+12,eng,320,3842,215,5.768320996,8.253748343,5.370638028,0.984498806,4,9,0.055960437,17.88854382,17.64,8.999498806,80.99097876,4.92249403,9.84498806,0.969237899,0.954213554,17.88854382,5.5960437,0.743801653
2282,Breakfast at Tiffany's: A Short Novel and Three Stories,Truman Capote,3.89,067960085X,9.78E+12,eng,162,5607,691,5.087596335,8.631771096,6.538139824,-0.22618418,3,4,0.123238809,12.72792206,15.1321,7.78881582,60.66565188,-1.1309209,-2.2618418,0.051159283,-0.011571421,12.72792206,12.3238809,0.615702479
2287,Other Voices  Other Rooms,Truman Capote,3.81,679745645,9.78E+12,eng,232,10212,618,5.446737372,9.231318778,6.426488457,-0.538618498,3,3,0.060517039,15.23154621,14.5161,7.476381502,55.89628036,-2.69309249,-5.38618498,0.290109886,-0.156258551,15.23154621,6.0517039,0.582644628
2289,In Cold Blood,Truman Capote-Scott Brick,4.07,073933364X,9.78E+12,eng,15,529,126,2.708050201,6.270988432,4.836281907,0.476793038,4,7,0.238185255,3.872983346,16.5649,8.491793038,72.110549,2.38396519,4.76793038,0.227331601,0.108390125,3.872983346,23.8185255,0.690082645
2296,Emergence: The Connected Lives of Ants  Brains  Cities  and Software,Steven Johnson,3.96,684868768,9.78E+12,en-US,288,2685,197,5.66296048,7.895436007,5.283203729,0.047195849,4,5,0.073370577,16.97056275,15.6816,8.062195849,64.99900191,0.235979245,0.47195849,0.002227448,0.000105126,16.97056275,7.3370577,0.644628099
2299,Emergence: Labeled Autistic,Temple Grandin-Margaret M. Scariano,4.07,446671827,9.78E+12,en-GB,200,1771,150,5.298317367,7.479299638,5.010635294,0.476793038,4,7,0.084697911,14.14213562,16.5649,8.491793038,72.110549,2.38396519,4.76793038,0.227331601,0.108390125,14.14213562,8.4697911,0.690082645
2300,Emergence,David R. Palmer,4.16,553245015,9.78E+12,eng,291,1640,163,5.673323267,7.402451521,5.093750201,0.828281647,4,8,0.099390244,17.05872211,17.3056,8.843281647,78.20363029,4.141408235,8.28281647,0.686050487,0.568243027,17.05872211,9.9390244,0.727272727
2305,The Ghost Stories of Edith Wharton,Edith Wharton-Laszlo Kubinyi,3.89,684842572,9.78E+12,eng,303,2687,175,5.713732806,7.896180609,5.164785974,-0.22618418,3,4,0.065128396,17.40689519,15.1321,7.78881582,60.66565188,-1.1309209,-2.2618418,0.051159283,-0.011571421,17.40689519,6.5128396,0.615702479
2327,The Letters of J.R.R. Tolkien,J.R.R. Tolkien-Humphrey Carpenter-Christopher Tolkien,4.14,618056998,9.78E+12,eng,502,4541,159,6.21860012,8.420902531,5.068904202,0.750173067,4,8,0.035014314,22.4053565,17.1396,8.765173067,76.82825889,3.750865335,7.50173067,0.56275963,0.422167118,22.4053565,3.5014314,0.719008265
2333,Farmer Giles of Ham,J.R.R. Tolkien-Christina Scull-Wayne G. Hammond,3.84,618009361,9.78E+12,eng,127,5221,198,4.844187086,8.560444233,5.288267031,-0.421455629,3,4,0.037923769,11.26942767,14.7456,7.593544371,57.66191611,-2.107278145,-4.21455629,0.177624847,-0.074860992,11.26942767,3.7923769,0.595041322
2338,Matthew Flinders' Cat,Bryce Courtenay,3.8,670910619,9.78E+12,eng,611,2627,147,6.415096959,7.87359779,4.990432587,-0.577672788,3,3,0.055957366,24.71841419,14.44,7.437327212,55.31383606,-2.88836394,-5.77672788,0.33370585,-0.192772789,24.71841419,5.5957366,0.578512397
2340,Whitethorn,Bryce Courtenay,4.07,067002922X,9.78E+12,eng,683,2203,130,6.52649486,7.697575347,4.86753445,0.476793038,4,7,0.05901044,26.13426869,16.5649,8.491793038,72.110549,2.38396519,4.76793038,0.227331601,0.108390125,26.13426869,5.901044,0.690082645
2343,Solomon's Song (The Potato Factory  #3),Bryce Courtenay,4.01,140271570,9.78E+12,eng,671,3767,125,6.508769137,8.234034208,4.828313737,0.242467299,4,6,0.033182904,25.90366769,16.0801,8.257467299,68.18576619,1.212336495,2.42467299,0.058790391,0.014254747,25.90366769,3.3182904,0.665289256
2367,Brave Companions: Portraits in History,David McCullough,3.98,671792768,9.78E+12,eng,240,3166,441,5.480638923,8.06022424,6.089044875,0.125304429,4,6,0.139292483,15.49193338,15.8404,8.140304429,66.2645562,0.626522145,1.25304429,0.0157012,0.00196743,15.49193338,13.9292483,0.652892562
2368,Mornings on Horseback: The Story of an Extraordinary Family  a Vanished Way of Life  and the Unique Child Who Became Theodore Roosevelt,David McCullough,4.12,671447548,9.78E+12,eng,445,21832,1131,6.098074282,9.991132062,7.030857476,0.672064487,4,8,0.05180469,21.09502311,16.9744,8.687064487,75.4650894,3.360322435,6.72064487,0.451670675,0.30355182,21.09502311,5.180469,0.710743802
2370,John Adams,David McCullough,4.06,684813637,9.78E+12,en-US,752,1785,276,6.622736324,7.487173694,5.620400866,0.437738748,4,7,0.154621849,27.4226184,16.4836,8.452738748,71.44879234,2.18869374,4.37738748,0.191615212,0.083877403,27.4226184,15.4621849,0.685950413
2371,The Johnstown Flood,David McCullough,4.1,844662925,9.78E+12,eng,302,13806,1128,5.710427017,9.532858559,7.028201432,0.593955908,4,8,0.081703607,17.3781472,16.81,8.608955908,74.11412183,2.96977954,5.93955908,0.352783621,0.209537916,17.3781472,8.1703607,0.702479339
2372,The Path Between the Seas: The Creation of the Panama Canal  1870-1914,David McCullough,4.19,743262131,9.78E+12,eng,697,11534,987,6.546785411,9.353054474,6.894670039,0.945444516,4,9,0.085573088,26.40075756,17.5561,8.960444516,80.28956592,4.72722258,9.45444516,0.893865333,0.845100077,26.40075756,8.5573088,0.739669422
2373,The Bone Collector (Lincoln Rhyme  #1),Jeffery Deaver,4.19,451188454,9.78E+12,eng,528,132188,1636,6.269096284,11.79198043,7.400009517,0.945444516,4,9,0.012376313,22.97825059,17.5561,8.960444516,80.28956592,4.72722258,9.45444516,0.893865333,0.845100077,22.97825059,1.2376313,0.739669422
2389,Moby Dick,Herman Melville-William Hootkins,3.49,143058096,9.78E+12,eng,6,8872,900,1.791759469,9.090655529,6.802394763,-1.788355774,2,1,0.101442741,2.449489743,12.1801,6.226644226,38.77109832,-8.94177887,-17.88355774,3.198216374,-5.71954872,2.449489743,10.1442741,0.450413223
2390,Moby-Dick,Herman Melville-Carl F. Hovde,3.49,1593080182,9.78E+12,eng,707,1165,193,6.561030666,7.060476366,5.262690189,-1.788355774,2,1,0.165665236,26.5894716,12.1801,6.226644226,38.77109832,-8.94177887,-17.88355774,3.198216374,-5.71954872,26.5894716,16.5665236,0.450413223
2423,Double Tap (Paul Madriani  #8),Steve Martini,3.91,515139734,9.78E+12,en-US,401,2686,153,5.993961427,7.895808377,5.030437921,-0.1480756,3,5,0.056962025,20.02498439,15.2881,7.8669244,61.88849952,-0.740378,-1.480756,0.021926383,-0.003246762,20.02498439,5.6962025,0.623966942
2430,The List,Steve Martini,3.96,515121495,9.78E+12,eng,451,12329,135,6.11146734,9.41970949,4.905274778,0.047195849,4,5,0.010949793,21.23676058,15.6816,8.062195849,64.99900191,0.235979245,0.47195849,0.002227448,0.000105126,21.23676058,1.0949793,0.644628099
2442,Witches Abroad (Discworld  #12; Witches #3),Terry Pratchett,4.23,61020613,9.78E+12,eng,374,55253,1173,5.924255797,10.91967792,7.067319849,1.101661676,5,9,0.021229616,19.33907961,17.8929,9.116661676,83.11352011,5.50830838,11.01661676,1.213658448,1.337041,19.33907961,2.1229616,0.756198347
2443,The Innocents Abroad,Mark Twain,3.86,812967054,9.78E+12,eng,560,8540,663,6.327936784,9.052516287,6.49677499,-0.343347049,3,4,0.07763466,23.66431913,14.8996,7.671652951,58.854259,-1.716735245,-3.43347049,0.117887196,-0.040476221,23.66431913,7.763466,0.603305785
2493,The Time Machine,H.G. Wells-Greg Bear-Carlo Pagetti,3.88,451528557,9.78E+12,eng,118,320900,6353,4.770684624,12.67888483,8.756682421,-0.265238469,3,4,0.019797445,10.86278049,15.0544,7.749761531,60.05880379,-1.326192345,-2.65238469,0.070351445,-0.01865991,10.86278049,1.9797445,0.611570248
2494,The Time Machine,H.G. Wells-Patrick Parrinder-Steven McLean-Marina Warner,3.88,141439971,9.78E+12,eng,104,2864,281,4.644390899,7.959974528,5.638354669,-0.265238469,3,4,0.098114525,10.19803903,15.0544,7.749761531,60.05880379,-1.326192345,-2.65238469,0.070351445,-0.01865991,10.19803903,9.8114525,0.611570248
2498,The Time Machine Did It,John Swartzwelder,3.84,975579908,9.78E+12,en-US,138,1448,164,4.927253685,7.277938573,5.099866428,-0.421455629,3,4,0.113259669,11.74734012,14.7456,7.593544371,57.66191611,-2.107278145,-4.21455629,0.177624847,-0.074860992,11.74734012,11.3259669,0.595041322
2508,Tono-Bungay,H.G. Wells-Edward Mendelson-Patrick Parrinder,3.42,141441119,9.78E+12,eng,414,820,106,6.025865974,6.70930434,4.663439094,-2.061735803,1,1,0.129268293,20.34698995,11.6964,5.953264197,35.4413546,-10.30867902,-20.61735803,4.250754521,-8.763932786,20.34698995,12.9268293,0.421487603
2519,The Name of the Rose (Everyman's Library (Cloth)),Umberto Eco,4.12,307264890,9.78E+12,en-US,560,1323,113,6.327936784,7.187657164,4.727387819,0.672064487,4,8,0.085411943,23.66431913,16.9744,8.687064487,75.4650894,3.360322435,6.72064487,0.451670675,0.30355182,23.66431913,8.5411943,0.710743802
2520,In the Name of Jesus: Reflections on Christian Leadership,Henri J.M. Nouwen,4.35,824512596,9.78E+12,en-US,120,7501,367,4.787491743,8.922791624,5.905361848,1.570313154,5,10,0.04892681,10.95445115,18.9225,9.585313154,91.87822826,7.85156577,15.70313154,2.465883402,3.872209142,10.95445115,4.892681,0.805785124
2521,Blood Done Sign My Name: A True Story,Timothy B. Tyson,4.15,1400083117,9.78E+12,eng,368,2470,388,5.908082938,7.81197343,5.96100534,0.789227357,4,8,0.15708502,19.18332609,17.2225,8.804227357,77.51441935,3.946136785,7.89227357,0.622879821,0.491593795,19.18332609,15.708502,0.723140496
2526,Blindness,José Saramago-Giovanni Pontiero,4.11,156007754,9.78E+12,eng,326,106162,7807,5.786897381,11.57272151,8.962776046,0.633010197,4,8,0.073538554,18.05547009,16.8921,8.648010197,74.78808037,3.165050985,6.33010197,0.40070191,0.253648395,18.05547009,7.3538554,0.70661157
2527,The Gospel According to Jesus Christ,José Saramago-Giovanni Pontiero,4.28,156001411,9.78E+12,eng,377,788,110,5.932245187,6.66949809,4.700480366,1.296933125,5,10,0.139593909,19.41648784,18.3184,9.311933125,86.71209852,6.484665625,12.96933125,1.682035531,2.181487597,19.41648784,13.9593909,0.776859504
2528,All the Names,José Saramago-Margaret Jull Costa,3.89,156010593,9.78E+12,eng,245,10634,715,5.501258211,9.271811694,6.572282543,-0.22618418,3,4,0.067237164,15.65247584,15.1321,7.78881582,60.66565188,-1.1309209,-2.2618418,0.051159283,-0.011571421,15.65247584,6.7237164,0.615702479
2529,The Tale of the Unknown Island,José Saramago-Peter Sís-Margaret Jull Costa,3.89,156013037,9.78E+12,eng,64,3138,233,4.158883083,8.051340933,5.451038454,-0.22618418,3,4,0.074251115,8,15.1321,7.78881582,60.66565188,-1.1309209,-2.2618418,0.051159283,-0.011571421,8,7.4251115,0.615702479
2530,Baltasar and Blimunda,José Saramago-Giovanni Pontiero,3.91,156005204,9.78E+12,eng,346,5950,272,5.846438775,8.691146499,5.605802066,-0.1480756,3,5,0.045714286,18.60107524,15.2881,7.8669244,61.88849952,-0.740378,-1.480756,0.021926383,-0.003246762,18.60107524,4.5714286,0.623966942
2531,The Cave,José Saramago-Margaret Jull Costa,3.83,156028794,9.78E+12,eng,307,7390,535,5.726847748,8.907883014,6.282266747,-0.460509919,3,3,0.072395129,17.52141547,14.6689,7.554490081,57.07032038,-2.302549595,-4.60509919,0.212069385,-0.097660056,17.52141547,7.2395129,0.590909091
2536,The Year of the Death of Ricardo Reis,José Saramago-Giovanni Pontiero,4.03,1860465021,9.78E+12,eng,384,3618,188,5.950642553,8.193676666,5.236441963,0.320575879,4,7,0.05196241,19.59591794,16.2409,8.335575879,69.48182523,1.602879395,3.20575879,0.102768894,0.032945229,19.59591794,5.196241,0.673553719
2539,Ensayo sobre la lucidez,José Saramago-Pilar del Río,3.79,8466314741,9.79E+12,spa,461,1544,105,6.133398043,7.342131731,4.65396035,-0.616727078,3,3,0.068005181,21.47091055,14.3641,7.398272922,54.73444223,-3.08363539,-6.16727078,0.380352289,-0.234573556,21.47091055,6.8005181,0.574380165
2543,Las intermitencias de la muerte,José Saramago-Pilar del Río,3.99,9587043642,9.79E+12,spa,274,2425,257,5.613128106,7.793586803,5.549076085,0.164358719,4,6,0.105979381,16.55294536,15.9201,8.179358719,66.90190905,0.821793595,1.64358719,0.027013789,0.004439952,16.55294536,10.5979381,0.657024793
2547,The Prophet,Kahlil Gibran-جبران خليل جبران,4.23,000100039X,9.78E+12,eng,127,167189,4996,4.844187086,12.02688019,8.516392871,1.101661676,5,9,0.029882349,11.26942767,17.8929,9.116661676,83.11352011,5.50830838,11.01661676,1.213658448,1.337041,11.26942767,2.9882349,0.756198347
2549,A Tear and a Smile,Kahlil Gibran-جبران خليل جبران-H.M. Nahmad-Robert Hillyer,4.03,394448049,9.78E+12,eng,228,2035,100,5.429345629,7.618251098,4.605170186,0.320575879,4,7,0.049140049,15.09966887,16.2409,8.335575879,69.48182523,1.602879395,3.20575879,0.102768894,0.032945229,15.09966887,4.9140049,0.673553719
2552,On the Road,Jack Kerouac-Ann Charters,3.63,141182679,9.78E+12,eng,281,5218,460,5.638354669,8.559869466,6.131226489,-1.241595716,2,1,0.088156382,16.76305461,13.1769,6.773404284,45.87900559,-6.20797858,-12.41595716,1.541559922,-1.913994195,16.76305461,8.8156382,0.508264463
2557,De Kooning: An American Master,Mark Stevens-Annalyn Swan,4.11,375711163,9.78E+12,eng,732,2664,104,6.595780514,7.887584032,4.644390899,0.633010197,4,8,0.039039039,27.05549852,16.8921,8.648010197,74.78808037,3.165050985,6.33010197,0.40070191,0.253648395,27.05549852,3.9039039,0.70661157
2581,Ready for Anything: 52 Productivity Principles for Getting Things Done,David    Allen,3.83,143034545,9.78E+12,eng,165,3541,175,5.105945474,8.172164452,5.164785974,-0.460509919,3,3,0.049421067,12.84523258,14.6689,7.554490081,57.07032038,-2.302549595,-4.60509919,0.212069385,-0.097660056,12.84523258,4.9421067,0.590909091
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,3.95,316346624,9.78E+12,eng,301,589855,11431,5.707110265,13.28763202,9.344084242,0.00814156,4,5,0.019379339,17.34935157,15.6025,8.02314156,64.37080049,0.0407078,0.0814156,6.63E-05,5.40E-07,17.34935157,1.9379339,0.640495868
2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,3.99,60521996,9.78E+12,eng,286,28568,693,5.655991811,10.26004249,6.541029999,0.164358719,4,6,0.024257911,16.91153453,15.9201,8.179358719,66.90190905,0.821793595,1.64358719,0.027013789,0.004439952,16.91153453,2.4257911,0.657024793
2619,Great Expectations,Charles Dickens-David Trotter-Charlotte Mitchell,3.76,141439564,9.78E+12,eng,512,13291,646,6.238324625,9.494842393,6.470799504,-0.733889948,3,3,0.048604319,22.627417,14.1376,7.281110052,53.01456359,-3.66944974,-7.33889948,0.538594456,-0.395269057,22.627417,4.8604319,0.561983471
2623,Great Expectations,Charles Dickens-Marisa Sestino,3.76,192833596,9.78E+12,eng,505,523790,10337,6.224558429,13.16884612,9.243484971,-0.733889948,3,3,0.019735008,22.47220505,14.1376,7.281110052,53.01456359,-3.66944974,-7.33889948,0.538594456,-0.395269057,22.47220505,1.9735008,0.561983471
